merchant_id,transaction_id,date,transaction_amount,success,payment_method
M_1186,T_100032,2026-02-21 00:00:00,1887.8292995509487,1,UPI
M_1128,T_100033,2026-03-27 00:00:00,580.8206264319934,1,UPI
M_1197,T_100034,2026-04-09 00:00:00,459.0986104263074,1,UPI
M_1144,T_100035,2025-12-08 00:00:00,239.261399632152,1,Card
M_1138,T_100036,2026-03-24 00:00:00,911.8223971231484,1,UPI
M_1092,T_100037,2025-11-03 00:00:00,456.8892022972917,1,UPI
M_1194,T_100038,2026-03-27 00:00:00,224.36634599772327,1,Wallet
M_1167,T_100039,2026-03-08 00:00:00,374.64771383596286,1,Card
M_1184,T_100040,2026-04-27 00:00:00,1303.0951985753618,1,UPI
M_1143,T_100041,2026-01-29 00:00:00,2023.3899683206616,1,UPI
M_1128,T_100042,2025-12-18 00:00:00,1692.2305195901936,1,NetBanking
M_1008,T_100043,2026-02-07 00:00:00,612.5831414070228,1,NetBanking
M_1053,T_100044,2026-02-28 00:00:00,1103.6029109707638,1,Wallet
M_1163,T_100045,2026-04-15 00:00:00,562.8007099937909,1,UPI
M_1098,T_100046,2026-04-02 00:00:00,12.537218525898501,1,Card
M_1053,T_100047,2026-04-12 00:00:00,537.7207410676243,1,Card
M_1032,T_100048,2026-03-22 00:00:00,206.8174544590422,1,Card
M_1134,T_100049,2026-03-25 00:00:00,194.12858836056645,1,Card
M_1118,T_100050,2025-11-22 00:00:00,149.85010183121062,0,UPI
M_1181,T_100051,2025-11-08 00:00:00,508.66719286824156,1,Card
M_1027,T_100052,2026-02-19 00:00:00,349.14671667084673,1,Card
M_1146,T_100053,2025-11-04 00:00:00,22.308240540344308,1,UPI
M_1157,T_100054,2025-12-16 00:00:00,1241.7549423169207,1,UPI
M_1023,T_100055,2026-02-01 00:00:00,289.4691385265307,0,Wallet
M_1115,T_100056,2026-04-09 00:00:00,962.3633262390399,1,UPI
M_1024,T_100057,2025-12-24 00:00:00,605.4127988789686,1,UPI
M_1031,T_100058,2026-04-24 00:00:00,2315.2848739231586,1,Card
M_1129,T_100059,2025-11-17 00:00:00,954.1455205654872,1,Card
M_1038,T_100060,2026-04-19 00:00:00,838.6872536298562,1,NetBanking
M_1012,T_100061,2025-12-30 00:00:00,368.04661846645183,1,Card
M_1064,T_100062,2025-11-08 00:00:00,615.2753242557585,1,NetBanking
M_1142,T_100063,2026-01-31 00:00:00,442.40079174885057,1,Card
M_1016,T_100064,2026-04-29 00:00:00,29.804456149710365,1,Card
M_1000,T_100065,2025-11-08 00:00:00,744.8239702228676,1,Card
M_1195,T_100066,2025-11-06 00:00:00,36.5325479551547,1,Card
M_1054,T_100067,2026-04-17 00:00:00,657.4802814583421,0,Card
M_1157,T_100068,2026-03-27 00:00:00,802.8269898663432,1,UPI
M_1182,T_100069,2026-01-29 00:00:00,22.83880477073719,0,NetBanking
M_1136,T_100070,2026-03-20 00:00:00,272.9298222325709,1,UPI
M_1033,T_100071,2026-02-04 00:00:00,408.3953241566573,1,Card
M_1116,T_100072,2026-03-09 00:00:00,1559.0517492781532,1,Card
M_1021,T_100073,2026-02-01 00:00:00,282.01893276602567,1,UPI
M_1085,T_100074,2025-11-29 00:00:00,71.69019611998803,1,UPI
M_1189,T_100075,2026-03-24 00:00:00,61.478459223906626,1,UPI
M_1032,T_100076,2026-02-09 00:00:00,264.16830729160347,1,Card
M_1033,T_100077,2026-04-29 00:00:00,244.69200232753076,1,Card
M_1004,T_100078,2025-11-04 00:00:00,488.36260437723564,0,Wallet
M_1127,T_100079,2026-04-09 00:00:00,1418.627727693576,1,UPI
M_1123,T_100080,2025-12-03 00:00:00,316.47798702554564,1,Wallet
M_1066,T_100081,2026-01-04 00:00:00,1634.545930753377,1,UPI
M_1011,T_100082,2026-02-03 00:00:00,246.812355309702,1,Card
M_1007,T_100083,2026-02-01 00:00:00,941.7630200486385,1,NetBanking
M_1104,T_100084,2026-03-15 00:00:00,72.87505991455382,1,Card
M_1156,T_100085,2026-02-28 00:00:00,674.1467893822002,1,UPI
M_1137,T_100086,2026-02-09 00:00:00,704.3781980027123,1,Wallet
M_1035,T_100087,2026-02-04 00:00:00,218.36683546537657,0,NetBanking
M_1112,T_100088,2025-11-13 00:00:00,683.3613940844277,1,UPI
M_1112,T_100089,2026-01-01 00:00:00,353.14655243028113,1,UPI
M_1018,T_100090,2026-04-26 00:00:00,37.48438705680257,0,NetBanking
M_1008,T_100091,2025-11-28 00:00:00,1508.4861915941428,0,Card
M_1015,T_100092,2026-02-25 00:00:00,58.09256222055237,1,Card
M_1052,T_100093,2026-03-31 00:00:00,770.0181461729462,1,Wallet
M_1185,T_100094,2026-04-16 00:00:00,2762.2087466288194,1,Card
M_1074,T_100095,2026-03-26 00:00:00,1741.3015112850821,1,NetBanking
M_1144,T_100096,2025-11-07 00:00:00,287.6426297778351,1,UPI
M_1026,T_100097,2026-03-02 00:00:00,89.26627911156821,1,UPI
M_1135,T_100098,2026-02-17 00:00:00,241.52763023765624,1,Wallet
M_1044,T_100099,2026-03-12 00:00:00,225.5593683140937,1,UPI
M_1107,T_100100,2026-04-16 00:00:00,286.01656265248687,1,UPI
M_1194,T_100101,2026-04-22 00:00:00,15.709294716270835,1,UPI
M_1199,T_100102,2025-12-31 00:00:00,875.2108973224585,1,Card
M_1091,T_100103,2026-02-21 00:00:00,53.264649345853144,1,UPI
M_1057,T_100104,2025-12-14 00:00:00,1916.1039656452651,1,UPI
M_1079,T_100105,2026-02-26 00:00:00,1302.761420277801,1,UPI
M_1146,T_100106,2025-11-20 00:00:00,49.2157162443977,1,UPI
M_1142,T_100107,2026-04-08 00:00:00,2750.084520401525,1,UPI
M_1184,T_100108,2025-11-12 00:00:00,1603.4755357305012,1,UPI
M_1151,T_100109,2026-04-05 00:00:00,214.48065495036147,1,Card
M_1135,T_100110,2025-12-30 00:00:00,448.1218530033215,1,Wallet
M_1191,T_100111,2026-04-04 00:00:00,608.9319409563947,1,UPI
M_1156,T_100112,2026-03-21 00:00:00,1219.1505459995637,1,Wallet
M_1196,T_100113,2025-12-17 00:00:00,1267.7440777500115,1,NetBanking
M_1108,T_100114,2025-11-05 00:00:00,23.36040843325568,1,NetBanking
M_1176,T_100115,2025-11-11 00:00:00,460.86206510786786,1,Wallet
M_1026,T_100116,2026-04-26 00:00:00,921.0950232349286,1,UPI
M_1128,T_100117,2026-03-29 00:00:00,39.01348192241811,1,NetBanking
M_1094,T_100118,2026-03-13 00:00:00,2857.4367003721663,1,Card
M_1164,T_100119,2026-01-22 00:00:00,152.07622229057327,1,UPI
M_1012,T_100120,2025-11-04 00:00:00,139.80186270924185,1,Card
M_1091,T_100121,2026-02-03 00:00:00,70.26956069923463,1,Card
M_1117,T_100122,2025-11-03 00:00:00,377.1549302117576,1,Card
M_1132,T_100123,2025-12-27 00:00:00,455.7452785559081,1,UPI
M_1084,T_100124,2026-03-22 00:00:00,618.8326738989382,1,UPI
M_1037,T_100125,2025-12-20 00:00:00,455.6986878324723,1,UPI
M_1001,T_100126,2025-12-22 00:00:00,406.4244320475297,1,Wallet
M_1029,T_100127,2026-02-14 00:00:00,1001.5703218421534,0,UPI
M_1183,T_100128,2026-03-25 00:00:00,348.7513904977653,1,UPI
M_1033,T_100129,2025-11-06 00:00:00,349.2456463336799,1,Card
M_1114,T_100130,2026-02-19 00:00:00,78.98760985620792,1,UPI
M_1117,T_100131,2026-03-24 00:00:00,522.0420255379032,1,UPI
M_1194,T_100132,2026-02-04 00:00:00,331.1905708232968,1,UPI
M_1121,T_100133,2025-12-21 00:00:00,30.863606358782654,1,UPI
M_1005,T_100134,2025-11-01 00:00:00,392.2394321821359,1,NetBanking
M_1176,T_100135,2026-01-17 00:00:00,210.31305247849573,1,UPI
M_1046,T_100136,2026-03-01 00:00:00,592.0311599060999,1,UPI
M_1047,T_100137,2025-12-31 00:00:00,11.299198647939516,1,UPI
M_1098,T_100138,2026-04-29 00:00:00,127.44951559076662,1,UPI
M_1027,T_100139,2026-01-17 00:00:00,320.4455546104588,1,UPI
M_1055,T_100140,2026-02-23 00:00:00,634.7459374780129,1,Card
M_1017,T_100141,2025-12-08 00:00:00,390.30339952764496,1,UPI
M_1027,T_100142,2025-12-09 00:00:00,204.36238062806788,1,UPI
M_1043,T_100143,2025-11-25 00:00:00,1116.0399499715124,1,Card
M_1066,T_100144,2026-02-17 00:00:00,336.56156984409995,1,Card
M_1007,T_100145,2026-04-17 00:00:00,292.51732469149107,1,UPI
M_1005,T_100146,2026-04-29 00:00:00,529.1123058109308,1,UPI
M_1108,T_100147,2026-03-01 00:00:00,145.39726437839997,1,UPI
M_1111,T_100148,2025-11-04 00:00:00,961.2925049380976,1,NetBanking
M_1151,T_100149,2025-12-25 00:00:00,933.5748944811738,1,UPI
M_1035,T_100150,2026-04-01 00:00:00,69.41367284870245,1,Wallet
M_1003,T_100151,2026-01-18 00:00:00,859.3315170180897,1,UPI
M_1178,T_100152,2026-01-01 00:00:00,1335.1925474799777,1,Card
M_1178,T_100153,2026-04-22 00:00:00,743.7368792060443,1,UPI
M_1018,T_100154,2025-11-20 00:00:00,148.8062917848029,1,Card
M_1063,T_100155,2025-12-08 00:00:00,445.2265341462218,1,UPI
M_1002,T_100156,2026-04-10 00:00:00,240.40737352429286,1,Card
M_1137,T_100157,2026-04-21 00:00:00,122.65448602956414,1,UPI
M_1062,T_100158,2026-02-09 00:00:00,11.35729027822805,1,UPI
M_1037,T_100159,2026-04-12 00:00:00,224.5216508519874,0,NetBanking
M_1177,T_100160,2026-01-17 00:00:00,1361.0693574585357,0,UPI
M_1034,T_100161,2025-11-01 00:00:00,685.6965765943111,1,NetBanking
M_1071,T_100162,2025-11-11 00:00:00,803.025055515934,1,UPI
M_1164,T_100163,2025-11-05 00:00:00,144.39204872617304,1,Wallet
M_1088,T_100164,2025-12-12 00:00:00,259.15637484872246,1,UPI
M_1013,T_100165,2025-12-02 00:00:00,320.5805299498013,1,Card
M_1142,T_100166,2026-04-02 00:00:00,229.53353046899343,1,Card
M_1052,T_100167,2026-02-12 00:00:00,140.04991920933784,1,UPI
M_1066,T_100168,2026-03-15 00:00:00,665.6846155397348,1,UPI
M_1000,T_100169,2026-04-04 00:00:00,786.995006848036,1,UPI
M_1154,T_100170,2025-12-03 00:00:00,27.053769928918967,1,Card
M_1122,T_100171,2026-01-13 00:00:00,219.33729677254635,1,UPI
M_1108,T_100172,2026-04-29 00:00:00,263.15731560493214,1,UPI
M_1046,T_100173,2026-01-07 00:00:00,650.5215488224527,1,Card
M_1163,T_100174,2025-12-06 00:00:00,639.7058922661344,1,NetBanking
M_1073,T_100175,2026-02-12 00:00:00,447.8045273182993,1,UPI
M_1045,T_100176,2026-02-15 00:00:00,93.23477506425034,1,Card
M_1007,T_100177,2025-12-30 00:00:00,459.42547791124633,1,Wallet
M_1132,T_100178,2026-02-28 00:00:00,21.64588207210516,1,Card
M_1008,T_100179,2025-12-21 00:00:00,676.745151941696,0,Wallet
M_1000,T_100180,2025-12-16 00:00:00,144.53225300536997,1,UPI
M_1056,T_100181,2025-11-01 00:00:00,1029.7119656134319,1,Card
M_1148,T_100182,2026-04-24 00:00:00,38.159074621646894,1,NetBanking
M_1116,T_100183,2026-04-03 00:00:00,212.85694829508435,1,Card
M_1074,T_100184,2025-12-08 00:00:00,222.58855544539503,1,Card
M_1016,T_100185,2026-03-08 00:00:00,137.1912368513627,1,UPI
M_1151,T_100186,2025-11-25 00:00:00,354.94402140140886,1,Wallet
M_1176,T_100187,2025-11-29 00:00:00,444.45119189263596,1,UPI
M_1048,T_100188,2026-01-20 00:00:00,1632.9991361362133,1,UPI
M_1062,T_100189,2026-02-12 00:00:00,358.77343282911306,1,UPI
M_1178,T_100190,2026-03-03 00:00:00,814.174308151978,1,UPI
M_1048,T_100191,2026-04-22 00:00:00,247.18734215369693,1,Card
M_1013,T_100192,2026-02-23 00:00:00,311.91732514681087,1,UPI
M_1113,T_100193,2026-04-15 00:00:00,734.8435024541864,1,UPI
M_1054,T_100194,2026-02-11 00:00:00,709.6821423330416,1,NetBanking
M_1161,T_100195,2026-03-04 00:00:00,816.5969072211561,0,NetBanking
M_1134,T_100196,2026-02-01 00:00:00,272.1112270895019,1,UPI
M_1186,T_100197,2026-01-11 00:00:00,64.96802930068641,1,UPI
M_1096,T_100198,2026-01-31 00:00:00,146.02431110449763,1,UPI
M_1077,T_100199,2025-12-02 00:00:00,977.9181687269648,1,UPI
M_1164,T_100200,2026-03-22 00:00:00,183.4667943062584,1,UPI
M_1006,T_100201,2026-04-10 00:00:00,126.52514011990759,1,UPI
M_1035,T_100202,2025-11-29 00:00:00,283.5931591839002,1,NetBanking
M_1147,T_100203,2025-11-11 00:00:00,160.16312607363926,1,Card
M_1139,T_100204,2025-11-20 00:00:00,499.2811227735438,1,Card
M_1052,T_100205,2026-04-21 00:00:00,133.91701208342442,0,Card
M_1009,T_100206,2026-04-07 00:00:00,344.16016483095825,1,Card
M_1113,T_100207,2026-02-23 00:00:00,369.18906629346577,1,Card
M_1024,T_100208,2026-02-11 00:00:00,132.96504404929374,1,UPI
M_1153,T_100209,2025-11-29 00:00:00,104.17743183003697,1,UPI
M_1145,T_100210,2026-03-08 00:00:00,72.6405219231015,1,UPI
M_1016,T_100211,2026-04-14 00:00:00,536.9443169930134,1,UPI
M_1105,T_100212,2026-01-25 00:00:00,83.60403534369526,1,NetBanking
M_1167,T_100213,2026-02-06 00:00:00,468.7918592526735,1,UPI
M_1172,T_100214,2026-03-25 00:00:00,281.304817173159,1,Card
M_1063,T_100215,2026-03-10 00:00:00,100.93085252463617,1,UPI
M_1035,T_100216,2026-02-23 00:00:00,150.7500168002204,1,UPI
M_1163,T_100217,2026-02-21 00:00:00,649.227609916472,1,Wallet
M_1054,T_100218,2026-02-19 00:00:00,1550.5027977144246,1,UPI
M_1035,T_100219,2026-03-28 00:00:00,98.37686968349949,1,NetBanking
M_1108,T_100220,2026-04-03 00:00:00,331.45266263575286,1,UPI
M_1128,T_100221,2025-12-31 00:00:00,593.0213278665705,1,UPI
M_1017,T_100222,2026-02-16 00:00:00,603.2244098545607,1,Card
M_1018,T_100223,2026-02-09 00:00:00,58.02536730332661,1,UPI
M_1073,T_100224,2025-12-27 00:00:00,305.3005063954361,1,Card
M_1082,T_100225,2025-11-08 00:00:00,519.3685618235078,1,Card
M_1197,T_100226,2025-11-25 00:00:00,1178.4009987597515,1,Card
M_1108,T_100227,2025-11-26 00:00:00,30.112550602689545,1,Wallet
M_1006,T_100228,2025-11-14 00:00:00,74.21369371624394,1,UPI
M_1071,T_100229,2025-12-29 00:00:00,1453.5868406204872,1,NetBanking
M_1166,T_100230,2026-03-26 00:00:00,379.52705749165943,1,Card
M_1151,T_100231,2026-02-16 00:00:00,74.23888373582203,1,Card
M_1167,T_100232,2026-02-16 00:00:00,434.81601055005314,1,Card
M_1152,T_100233,2026-03-21 00:00:00,501.6045432010813,1,Card
M_1125,T_100234,2025-12-25 00:00:00,319.8952493829842,0,UPI
M_1012,T_100235,2026-03-21 00:00:00,252.22484845326605,0,UPI
M_1045,T_100236,2025-11-29 00:00:00,738.762629555729,1,UPI
M_1184,T_100237,2025-11-16 00:00:00,1044.457032016195,0,Card
M_1152,T_100238,2026-02-11 00:00:00,379.61565588691434,1,UPI
M_1172,T_100239,2026-03-22 00:00:00,186.2012394326543,1,Card
M_1036,T_100240,2026-04-02 00:00:00,172.35677288657706,1,UPI
M_1142,T_100241,2025-12-19 00:00:00,258.4861302444003,1,Wallet
M_1036,T_100242,2025-12-31 00:00:00,159.86562090840437,1,Wallet
M_1062,T_100243,2025-12-16 00:00:00,469.14442143727,1,Wallet
M_1198,T_100244,2025-12-22 00:00:00,43.597107243336936,1,NetBanking
M_1053,T_100245,2026-02-25 00:00:00,897.871759265469,1,UPI
M_1056,T_100246,2026-04-18 00:00:00,113.16673177727509,1,UPI
M_1004,T_100247,2025-12-24 00:00:00,1748.5421082633873,1,Wallet
M_1121,T_100248,2025-12-31 00:00:00,160.7102523088316,1,UPI
M_1144,T_100249,2025-11-03 00:00:00,855.9565014931576,1,UPI
M_1088,T_100250,2026-01-12 00:00:00,1136.5235148941786,1,UPI
M_1183,T_100251,2026-01-06 00:00:00,169.38646124105568,1,UPI
M_1075,T_100252,2026-04-19 00:00:00,839.0937348668061,1,Card
M_1186,T_100253,2026-03-04 00:00:00,243.15603931530808,1,Card
M_1089,T_100254,2026-03-26 00:00:00,52.25972361777927,1,Card
M_1196,T_100255,2026-01-20 00:00:00,41.74528254527834,1,Card
M_1114,T_100256,2026-01-06 00:00:00,223.70906697260762,1,Card
M_1032,T_100257,2025-11-06 00:00:00,378.29913926084976,1,UPI
M_1058,T_100258,2025-12-29 00:00:00,97.41490824417467,1,UPI
M_1009,T_100259,2026-02-08 00:00:00,491.9682095110941,1,UPI
M_1044,T_100260,2025-12-28 00:00:00,323.18371963865724,1,UPI
M_1159,T_100261,2026-02-15 00:00:00,139.79042586981487,1,UPI
M_1001,T_100262,2026-01-16 00:00:00,364.0976526547985,1,UPI
M_1045,T_100263,2026-04-04 00:00:00,1996.581733987204,1,UPI
M_1187,T_100264,2026-01-27 00:00:00,863.744328453332,1,UPI
M_1198,T_100265,2026-01-13 00:00:00,293.028932721099,1,UPI
M_1078,T_100266,2025-12-07 00:00:00,64.0764988326373,0,Card
M_1067,T_100267,2025-11-17 00:00:00,746.982343108732,1,UPI
M_1021,T_100268,2026-02-28 00:00:00,33.41061963897742,1,Wallet
M_1028,T_100269,2026-04-13 00:00:00,531.4567980041624,1,UPI
M_1028,T_100270,2026-03-19 00:00:00,871.6196074443324,1,NetBanking
M_1057,T_100271,2025-11-26 00:00:00,96.54511838758162,1,Wallet
M_1098,T_100272,2026-03-21 00:00:00,972.7932509288293,1,NetBanking
M_1074,T_100273,2026-02-24 00:00:00,926.1256487310734,1,UPI
M_1026,T_100274,2026-01-20 00:00:00,1661.626973778539,1,Card
M_1046,T_100275,2026-02-09 00:00:00,518.7825088650513,1,UPI
M_1000,T_100276,2025-12-28 00:00:00,1132.6262534240661,1,UPI
M_1063,T_100277,2025-11-25 00:00:00,637.4998043094888,1,UPI
M_1026,T_100278,2026-01-11 00:00:00,96.72792971169417,1,UPI
M_1007,T_100279,2026-01-18 00:00:00,312.28767590918426,1,UPI
M_1092,T_100280,2026-04-21 00:00:00,26.533456674992856,0,Card
M_1045,T_100281,2025-11-15 00:00:00,338.4291801348973,1,UPI
M_1083,T_100282,2025-11-09 00:00:00,121.89983744581806,1,UPI
M_1116,T_100283,2026-03-10 00:00:00,808.6536450159809,1,UPI
M_1071,T_100284,2025-11-21 00:00:00,47.60261115334893,1,UPI
M_1094,T_100285,2026-04-15 00:00:00,182.4173575372291,1,NetBanking
M_1101,T_100286,2026-04-18 00:00:00,30.212508198851577,1,UPI
M_1144,T_100287,2026-01-15 00:00:00,2168.5913276147166,1,UPI
M_1085,T_100288,2026-01-31 00:00:00,616.1116574288691,1,UPI
M_1096,T_100289,2025-11-02 00:00:00,392.04476764518296,1,UPI
M_1076,T_100290,2026-02-24 00:00:00,231.4288004616273,1,Wallet
M_1089,T_100291,2026-04-23 00:00:00,600.7697300419646,1,UPI
M_1171,T_100292,2025-12-19 00:00:00,1523.6112056718423,1,NetBanking
M_1008,T_100293,2025-11-06 00:00:00,489.3441995241752,1,UPI
M_1007,T_100294,2026-01-11 00:00:00,636.0337364360131,1,UPI
M_1126,T_100295,2025-11-07 00:00:00,550.6123439235458,1,Card
M_1021,T_100296,2026-04-03 00:00:00,337.83305856101583,1,UPI
M_1013,T_100297,2025-11-12 00:00:00,151.9135787699582,1,NetBanking
M_1121,T_100298,2026-03-27 00:00:00,1872.0514047170466,1,UPI
M_1118,T_100299,2025-12-23 00:00:00,547.5081026707593,1,Card
M_1145,T_100300,2026-03-30 00:00:00,211.96910621977457,1,UPI
M_1155,T_100301,2025-12-05 00:00:00,134.59050455518744,1,UPI
M_1134,T_100302,2026-01-15 00:00:00,105.6972982561957,0,UPI
M_1023,T_100303,2026-03-28 00:00:00,505.45975201063754,1,Card
M_1187,T_100304,2026-04-01 00:00:00,401.86485237959477,1,Card
M_1116,T_100305,2026-02-06 00:00:00,343.41715179960704,1,Wallet
M_1005,T_100306,2025-12-09 00:00:00,172.05395354257095,1,Wallet
M_1011,T_100307,2026-03-11 00:00:00,497.71072884978776,1,Card
M_1098,T_100308,2025-11-26 00:00:00,639.082454563555,1,UPI
M_1171,T_100309,2025-11-14 00:00:00,1787.0885194307557,1,NetBanking
M_1014,T_100310,2025-11-14 00:00:00,371.61493455055904,1,Card
M_1069,T_100311,2026-03-25 00:00:00,258.0354531817368,0,UPI
M_1004,T_100312,2026-04-17 00:00:00,466.54041967300554,1,UPI
M_1010,T_100313,2025-11-10 00:00:00,48.16886127796854,1,Card
M_1009,T_100314,2026-01-15 00:00:00,892.7049420610788,1,UPI
M_1011,T_100315,2025-11-01 00:00:00,155.52907053203606,1,UPI
M_1106,T_100316,2026-04-14 00:00:00,230.5969638832168,1,Card
M_1119,T_100317,2025-12-14 00:00:00,305.6281203238169,1,Card
M_1188,T_100318,2026-03-28 00:00:00,167.18390286405398,1,Card
M_1019,T_100319,2025-11-26 00:00:00,30.069208204691115,1,UPI
M_1058,T_100320,2026-01-08 00:00:00,64.52195503016297,1,Card
M_1019,T_100321,2025-12-13 00:00:00,18.76629588336686,1,Wallet
M_1038,T_100322,2026-04-20 00:00:00,345.54274975443,1,UPI
M_1127,T_100323,2026-03-06 00:00:00,194.03404400689044,1,UPI
M_1118,T_100324,2025-11-08 00:00:00,1761.8151951146049,1,Card
M_1095,T_100325,2026-02-10 00:00:00,1023.0158110967582,1,Card
M_1054,T_100326,2026-02-27 00:00:00,1456.7161936901364,1,UPI
M_1144,T_100327,2025-11-26 00:00:00,1025.9164546839556,1,UPI
M_1071,T_100328,2026-01-28 00:00:00,594.8287680055752,1,UPI
M_1141,T_100329,2025-12-23 00:00:00,559.7636290488626,1,UPI
M_1193,T_100330,2026-01-02 00:00:00,1899.9315562811144,1,NetBanking
M_1072,T_100331,2026-01-16 00:00:00,180.32037327091055,1,Card
M_1101,T_100332,2026-03-12 00:00:00,560.6981585861535,1,Card
M_1022,T_100333,2026-01-22 00:00:00,1025.8998298501901,1,UPI
M_1198,T_100334,2026-01-28 00:00:00,209.03220141843235,1,Card
M_1142,T_100335,2026-03-29 00:00:00,249.35648624143286,1,Card
M_1034,T_100336,2026-04-21 00:00:00,17.387840886311178,1,UPI
M_1073,T_100337,2026-04-23 00:00:00,357.01909782875464,1,Wallet
M_1193,T_100338,2026-04-05 00:00:00,22.988276971007238,1,UPI
M_1047,T_100339,2025-12-07 00:00:00,151.22765045786898,1,UPI
M_1086,T_100340,2026-01-09 00:00:00,696.9373351519472,1,Card
M_1010,T_100341,2026-01-19 00:00:00,531.3164632038759,1,UPI
M_1014,T_100342,2026-01-07 00:00:00,1372.364461500059,1,UPI
M_1124,T_100343,2026-02-25 00:00:00,177.647496295831,1,NetBanking
M_1034,T_100344,2026-03-16 00:00:00,196.48034787672626,1,Card
M_1176,T_100345,2026-01-16 00:00:00,276.83316697955104,1,UPI
M_1094,T_100346,2026-02-16 00:00:00,110.10328074182362,1,Card
M_1055,T_100347,2026-04-19 00:00:00,112.42375377276261,1,UPI
M_1117,T_100348,2025-11-07 00:00:00,855.7271928417574,1,Card
M_1046,T_100349,2026-03-03 00:00:00,11.293679586890534,1,Card
M_1136,T_100350,2025-11-26 00:00:00,129.15704709007787,1,UPI
M_1124,T_100351,2026-04-19 00:00:00,1161.4081768564279,1,UPI
M_1036,T_100352,2026-01-07 00:00:00,170.6580613670829,1,UPI
M_1088,T_100353,2026-03-26 00:00:00,737.6210493849931,1,UPI
M_1068,T_100354,2026-04-24 00:00:00,144.09372328634547,1,UPI
M_1148,T_100355,2026-03-30 00:00:00,21.961229965787,1,Card
M_1159,T_100356,2025-11-11 00:00:00,141.9483314706444,1,Card
M_1152,T_100357,2025-11-02 00:00:00,170.4748463454208,1,Card
M_1041,T_100358,2026-02-26 00:00:00,305.10662646293434,1,UPI
M_1023,T_100359,2025-12-16 00:00:00,64.9686250203277,1,Card
M_1166,T_100360,2026-02-17 00:00:00,51.37534367389874,1,NetBanking
M_1008,T_100361,2026-03-16 00:00:00,238.60773705125175,1,Card
M_1012,T_100362,2025-12-19 00:00:00,901.4884146375068,1,UPI
M_1159,T_100363,2026-03-29 00:00:00,168.14190614197415,1,Card
M_1043,T_100364,2026-03-05 00:00:00,315.1928352111501,1,UPI
M_1171,T_100365,2025-11-02 00:00:00,235.44907095423937,0,UPI
M_1115,T_100366,2025-11-08 00:00:00,444.31608805255047,1,Wallet
M_1014,T_100367,2025-12-25 00:00:00,393.74971301322324,1,UPI
M_1143,T_100368,2025-11-12 00:00:00,223.5268807427271,1,Card
M_1143,T_100369,2025-11-30 00:00:00,143.7058438577778,1,UPI
M_1004,T_100370,2026-02-12 00:00:00,741.803310306161,1,Card
M_1083,T_100371,2026-03-30 00:00:00,56.674489771510906,1,UPI
M_1015,T_100372,2025-12-08 00:00:00,96.7625916590504,1,UPI
M_1017,T_100373,2026-01-05 00:00:00,249.75192731866107,1,UPI
M_1192,T_100374,2026-01-14 00:00:00,882.3027735804484,1,Wallet
M_1054,T_100375,2025-11-06 00:00:00,1269.0785232588232,1,Wallet
